"","date","03010102","03010103","03010104","03010106","03010107","03010203","03010204","03010205","03020101","03020102","03020103","03020104","03020105","03020201","03020202","03020203","03020204","03030002","03030003","03030004","03030005","03030006","03030007","03040101","03040102","03040103","03040104","03040105","03040201","03040202","03040203","03040204","03040206","03050101","03050102","03050103","03050105","03050109","03060101","03060102","05050001","06010103","06010105","06010106","06010108","06010202","06010203","06010204","06020002","06020003"
"24",1906-04-09,363.5,399.3,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,629.1,338,493.6,493.6,493.6,493.6,464.3,436.2,436,447.7,436.2,447.7,447.7,447.7,447.7,447.7,830,825,825,652,993.1,1292.4,1370.4,508.9,567,525.7,541.3,458.6,827.9,761.2,777.9,679.3,854.4
"25",1906-04-10,325.1,348.9,325.5,325.6,325.6,325.6,325.6,325.6,325.6,325.6,325.6,325.6,325.6,299,299,299,299,299.7,301.7,298.6,299.6,298.6,299.6,400.4,390.6,390.3,298.6,313.3,0,0,-1,0,0,470.8,506.3,313.2,412.8,739.3,863.6,947.9,316.8,332.7,325.3,393.2,269.3,560.9,498.2,563.1,388.5,455.5
"26",1906-04-11,219.4,239.8,219.4,219.5,219.5,219.5,219.5,219.5,188.2,219.5,200.9,200.9,200.9,188.2,188.2,188.2,188.2,208.6,216.7,208.1,210.3,208.1,210.3,303.1,291.5,291.4,208.1,263.2,0,0,-1,0,0,482.9,289.3,263.2,346.8,333.5,346.3,681.7,261.7,347.8,319.5,493.1,330,591,614.7,640.6,455.2,533.2
"27",1906-04-12,257.4,256.1,255.6,255.3,255.7,240.5,254.5,240.5,201.1,210.9,205.1,205.1,205.1,200.8,200.8,200.8,200.8,212.1,230.4,210.2,215.4,210.2,215.4,309.2,300.2,300.1,210.2,171,0,0,-1,0,0,592.3,245.9,170.9,296,244.4,289.6,659.7,418.4,659.1,466.8,614.1,601.9,814.4,852.4,833.3,715,728.3
"28",1906-04-13,463.8,480.9,442,441.8,442.2,393,437.9,393,443.4,401.7,426.4,426.4,426.4,457.5,457.5,457.5,457.5,545.2,570.7,548.6,552.8,548.6,552.8,618.6,573.2,573.2,573.2,573.2,573.2,573.2,573.2,573.2,573.2,1017.4,609.4,676.2,683.1,656.8,521.6,1043.1,528.1,629.8,742.8,858.6,621.8,1078.6,1023.3,918.9,853.6,938.2
"29",1906-04-14,351.1,394.9,341.6,342.3,341.5,292.3,335.9,292.3,414.9,424.1,418.7,418.7,418.7,388.2,396.1,415,396.1,377.1,412.7,442.3,418.7,444.5,418.7,498.2,417.5,492,492.2,492.2,492.2,492.2,488.5,491.1,491.1,828.1,571.4,458.7,682.8,638.9,771.3,771.5,525.5,610.2,682.7,759.1,583.1,1169.7,1074.7,1030.5,1000.5,1113.9
"30",1906-04-15,268.8,333.1,288.1,285.4,284.3,267,274,267,405,394.2,478.9,424.7,424.7,373.8,478.9,478.9,422.9,327.8,346,520.6,539,398.3,417.7,438.4,398.5,441.4,441.7,367.7,398.2,396.2,444.7,444.7,444.7,494,523.2,475,545.8,425.6,572.3,574.3,418,419.2,491.8,582.5,404.2,827.3,767.5,738.3,710.9,786.8
"31",1906-04-16,197.1,253.4,243.3,214.9,214.8,185.4,165,185.4,274.8,228.8,234.2,249.4,249.4,298.7,299,251.8,288.3,252,265,352.4,376.5,289.4,298.9,308.6,287.2,285,285.1,265.7,239.4,237.3,308.2,308.2,308.2,337.4,360.5,323.5,359.6,264.3,439.4,439.1,300.8,373.3,386.2,455.8,334.2,561.4,575.9,508.5,437.2,436.3
"32",1906-04-17,206.2,259.4,216.7,215.5,182.6,174.9,167,174.9,190,173.4,170.6,179.4,179.4,208.9,214.5,172,202.1,235.7,256.1,279.4,209.2,232.7,211.6,327.2,312.1,326.6,326.8,309,217.5,212.5,209.2,209.2,209.2,338.9,329.4,338.7,438.6,347.5,451.8,451.8,326.3,452.5,475.1,561.1,443.3,870.2,789,793.6,745,861.1
"33",1906-04-18,361.4,437.1,343.4,373.8,284.3,285.6,288.9,285.6,281.7,243.5,271.8,267.9,267.9,339.6,360.6,277.2,330.9,319.2,329.6,343.1,418,338.7,349.8,513.7,485.3,432.8,433,351.5,343.2,339.1,418,418,418,453.6,428.7,430.1,605.3,461,498.2,498.2,491,571,667.9,864.3,542.7,1115.5,1011.9,937,929,1074.3
"34",1906-04-19,248.2,301.2,280.3,279.3,273.9,281.6,279.8,281.6,278.8,230.2,246.1,255,255,261.8,266.9,230.5,256.1,285.2,225.8,222.9,147.4,243.5,264.3,335.3,298.4,262.1,262,182.8,143.3,137.8,147.4,147.4,147.4,284.8,268.3,270.4,420.1,349.2,339.3,339,282.7,347.5,417.5,509,326.9,609.9,570.4,560.3,481.1,543.7
"35",1906-04-20,427,411.7,391.5,404.6,394.3,393.7,380.6,393.7,407.5,403.7,359.2,391.6,391.6,367.5,383,346.5,366.7,346.6,352.6,365.5,311.4,360.5,375,477,396.4,408.2,411.6,315.1,192.7,182.7,311.4,311.4,311.4,409.2,379.7,378.5,499.9,351.2,375.2,374.6,613.2,649.6,567.8,653.3,561.3,815.7,788.8,713.6,590.7,681.9
"36",1906-04-21,498.4,468.2,508.8,486.2,514.9,446.5,431.9,446.5,532,490.3,491.8,507.9,507.9,570.3,582.1,485.6,554.4,530.5,552.3,597.2,502.4,558.5,576.1,520.1,535.4,573,577,563.2,536.1,419.2,502.4,502.4,502.4,597.9,593,605,692,744.5,716.4,716,559.9,570,664.5,834.4,566.7,980.8,955.1,840.8,785.3,881.2
"37",1906-04-22,454.2,472.7,431.3,459.8,533.4,445.2,426,445.2,553.8,492,543.4,533.2,533.2,598.1,625.2,553.1,594.8,474.8,409.3,614.6,455.2,557.4,611.2,575,565.9,535.9,527.6,479.7,507.5,386.4,455.2,455.2,455.2,624.6,532.9,526,716.4,572.5,643.8,642.9,471.1,452.9,672.2,787.4,507.9,930.1,947.7,775.5,678.8,715
"38",1906-04-23,459.2,515,398.3,439.4,360.9,446.6,425.8,446.6,368.1,329.9,281.5,330.7,330.7,311.5,318.3,246.3,298.7,279.3,194.6,242.6,250.6,262.8,314.9,497.5,360.8,321.9,240.5,193.3,214,231.5,307,307,307,458.2,341.7,330.4,465.9,319.7,412.5,412.9,517.4,539.4,534.8,633.8,445.5,840,823.2,770.5,725.3,805
"39",1906-04-24,369.6,408.2,421.3,373.4,459.8,360.2,344.9,360.2,484.7,461.6,480.9,477,477,479.7,496.5,521.2,493,419.5,394.8,454.6,436,452.2,487.7,472.8,377.2,397.7,368.2,347.9,403.4,304.6,418.4,409.7,418.4,449.1,403.7,401.7,471.5,339,570.4,570.1,398.5,421.7,496.3,638.8,365.4,836.9,808.9,681.6,658.3,779.3
"40",1906-04-25,433.1,366.5,323.5,395.1,354.6,450.2,471.6,450.2,346.2,346.1,281.2,326.1,326.1,262.8,259.9,242.5,257.6,279,202.8,244,189.6,241.2,261.4,382.8,265.1,222,194.8,136.1,230.8,181.2,202.8,217.2,132,396.3,265,261.4,364.4,196.1,486.8,592.9,442.9,433.5,411,600.8,347,603.7,637.2,459.3,328.5,420.2
"41",1906-04-26,256.6,324.8,225.5,253.9,244.9,245,202.8,219.3,224.3,224,222.5,223.7,223.7,217.8,224.8,213,151.4,238.6,203.2,224.9,171.7,170.9,151.4,314.9,254.6,207.7,252.5,219.9,251.2,224.2,217.3,223.7,115,324.3,268.9,267.7,354.6,277.7,440.5,539.3,315.7,284.1,335.2,386.5,250.4,544.9,498.4,429.4,407.1,471.4
"42",1906-04-27,247.7,303.8,181.8,239.1,236.2,237.2,142.5,133.5,175.5,146.8,150.7,159.8,159.8,189.1,197.6,153.6,222,195.5,180.3,279.5,213.9,217.7,222,380.1,293.2,243.2,267.8,249,299.6,345.4,291.3,270,178.2,447.5,367.7,366.9,436.9,329.4,516.2,664.9,353.5,386.8,445.4,526.7,310.1,724.8,715.9,579.1,330.3,583.2
"43",1906-04-28,379.1,426.6,361.5,364.4,365.5,365.7,281.1,296.4,357,321.6,392,357.8,357.8,426.7,438.5,438,434.6,359.9,367.2,392.9,313.4,424.6,434.6,482.9,401.3,378.7,340.2,348.1,391.2,334.4,344.9,289.6,236.2,522.2,454.9,428.9,547.1,412.3,721.7,883.1,519.2,511.3,594.5,718.8,489.3,1049.9,956.2,860.2,878.1,890
"44",1906-04-29,335.3,344.9,332.2,329.4,327.4,327.5,268.1,276.4,338.7,287.1,298.7,311.8,311.8,345,352.3,296.1,272.4,359.8,389.3,490.4,410.3,305.3,272.4,402.5,353.9,373.1,378.7,384.8,376.7,324.5,433.2,376.5,399,411.6,445.7,410.5,530.3,422.5,631.4,740.2,376.5,393.9,437.8,551.5,373.3,818,739.5,719.6,667.1,734
"45",1906-04-30,393,413.3,432.4,407.2,420.3,398,494.6,443.9,556.1,500.4,396.3,491.2,491.2,442.4,417.9,325,314.4,452.1,505.9,472.3,412.3,355.5,314.4,491,427.1,445.1,428.2,404.6,452.1,376,383.8,344,366.3,489.9,490.7,440.2,499.4,249.4,500.4,588.4,501.9,548.3,457.4,598.9,510.8,627.6,657.1,547.6,507.8,635.8
"46",1906-05-01,383.1,414.8,331.6,372.3,380.3,376.5,401.3,405.2,399.9,414.3,374.8,396.2,396.2,420.1,452.2,359.4,388.6,370,486.5,511.6,504.4,404.6,388.6,483.2,436.8,385.6,342.2,276.4,427.3,369,487.9,440.9,563.6,581,546.8,456.3,658.8,436.8,777.6,987.1,548.6,512.3,655,813.4,497.9,1109.2,988.5,933.8,881,1145.5
"47",1906-05-02,280.5,312.3,225.2,266.8,263,178,221.7,216.1,232.5,240.6,226.9,233.1,233.1,275.7,287.5,233.6,340.4,274.1,289.4,357.8,365,326.2,340.4,357.3,294.2,282.5,272.6,259.6,306.1,309.4,327.7,319.5,433.3,386.2,388.8,348.9,456.5,328.2,496.1,586,394.4,397.3,429.7,571.7,401.1,801.8,724.9,775.1,696.1,798.8
"48",1906-05-03,425,423.3,410,404.9,412.7,415.1,369.5,382.7,429.1,398.9,451.8,427.6,427.6,451.9,480,476.9,511.9,369.2,384,499,565.8,491.9,511.9,514.1,474.1,438.5,424.8,447.5,480.3,465.8,608.6,600.5,698.6,604.6,546.9,543.2,631.9,506.2,668.5,816.2,524.5,489.1,513.7,642.9,405.8,833.5,774.1,635.8,510,714.3
"49",1906-05-04,507.9,559.3,439.7,487.4,487.1,520.3,394.8,429.7,461.6,466.5,455.8,461.2,461.2,527.3,525.6,452.7,579.9,460.9,509.6,545,542.1,561.1,579.9,601.2,501,479.2,535.3,472.2,503.9,507.5,571.9,548,571,732.8,526.8,609.7,763.6,541.5,1021.6,1323.5,678.2,436,843.1,793.4,592.8,1247.4,1155.6,985.5,878.2,966.6
"50",1906-05-05,354,389.5,356.8,321,321.1,306.1,276.8,287.1,244.1,225.5,206.8,227.4,227.4,246,255,200.3,431,283.9,316.4,328.3,259.4,286.8,292.9,459.9,399.1,298.5,231.2,191.2,300.6,224.6,270.6,238.6,208.3,512.3,404.8,357.3,585.2,393.2,680.2,849,507.5,588.1,689.3,695.4,602.4,1142.5,1024.9,1001.8,927.3,1071.5
"51",1906-05-06,314.4,340.5,272.6,283.1,277.5,93.6,235.1,196.3,185.4,174.2,120.5,118.2,151.9,153.5,126.4,106.5,288.8,191.2,171.2,210.3,193,232.7,141.7,386.6,292.9,211.4,166.7,112.4,223.7,181.3,181,180.4,193.8,423.6,271,264,429.9,287.1,539.6,634.8,453.5,482.5,508.3,554.6,407.8,785.8,718.6,659.3,690.7,733.2
"52",1906-05-07,381.9,409.1,386.8,342.2,345.4,415.8,385.8,389.8,361.4,337.1,251.1,247.9,303.5,303,257.3,214.2,241.2,372.2,419.4,352.6,226.4,235.7,229.3,439.4,395.8,401.6,397,385.9,366.1,320,235.9,228.2,134.6,484.7,512.1,393.7,577.9,322,763.5,853,394.8,456.1,534.2,616.3,370.5,978.4,839.1,751.2,790.6,914.6
"53",1906-05-08,284.2,293.3,283,246.6,251.9,208.4,295.1,261.2,373.1,337,205.5,189.9,282.8,351.8,220.6,262.9,200.3,342.2,389.6,371.4,309,207.1,191.7,378.8,320.1,338.2,308.8,300.8,344.2,275.3,304.5,304.1,288.9,378.8,346.9,299.8,417.7,308.8,606.1,696.4,414,412.8,425,470,385.2,710.4,652.7,628.9,589.5,734.4
"54",1906-05-09,217.3,254.6,202.9,208.5,217.7,304.5,191,258.4,338.1,330.6,215.1,203.4,275.8,297.8,222.1,216.1,275.5,210.1,254.2,295.3,203.8,197.4,209.4,297.3,302.9,252.1,268.5,292.5,272.3,244.4,239.7,221.8,168,386.8,343.1,306.6,395.2,229.3,585.7,664.7,295.3,408.8,430.1,476.8,357.3,790.9,644.3,642.1,590.8,691.2
"55",1906-05-10,324,378,323.4,318.1,320.6,289.5,216.2,357.4,312.9,255.8,380.8,402.8,337.7,324.1,382.7,257.9,590.3,311.5,344.6,363.6,289.8,364.6,378.7,308.7,232.5,301.5,286.1,269.4,247,188.6,291.8,283.1,263,271.8,229.5,226.2,303.3,190.4,420.4,531,418.3,462,385.5,496.9,374.1,777.4,686.1,625.9,561.8,657.8
"56",1906-05-11,180.5,238.1,229.7,212.2,225.8,307.7,293.2,409.6,293.4,286.1,222.9,211.5,256,278.1,227.2,259.8,271.4,223.1,258.4,294.7,270.6,321.5,267.9,230,224.4,240.6,244.1,244.6,216.5,200.3,304.7,290.3,273.3,261.7,283,236,318.1,132.6,453.3,512.4,298.6,357,375.8,542.9,418.7,721.5,694.3,624.8,664.7,706.8
"57",1906-05-12,286.6,373.9,324.1,294.1,340,395.5,305.9,511.8,293.7,296.2,242,242,269.9,297.7,252.7,220.1,173.6,329,357.9,371,342.3,276.2,224.7,431.8,398.3,284.1,248.1,208,279.5,185.6,287.6,259.1,192.6,530.8,409.3,280.3,431.8,203,542.9,664.6,576.1,596.5,564.1,746.9,629.5,964.4,920.3,885.6,714.9,861.9
"58",1906-05-13,437.7,562.5,455.1,460,595.7,608.5,481.7,666.2,540.5,533.5,624.2,506.1,550.6,531,513.5,471.5,526.5,438.3,528,561,738.3,543.7,476.5,629.9,571,480.9,464.2,402.2,515.9,445.1,632.5,644.1,502,670.2,630.2,495,711.1,497.2,809.8,951,632.3,627.6,676.6,749.3,663.7,1040.1,943.6,896.7,805.4,955.3
"59",1906-05-14,230,316.8,243.4,243.5,419.4,361.2,249.4,253,379.4,382.1,502.3,507.7,439.1,453.3,496.9,438.2,519.6,284.7,360,468.3,697.4,522.5,495.9,377.6,368,312.8,325.9,367.2,342.3,350.1,461.7,457.8,470.1,443.3,431.5,407.4,508.7,260.9,566.6,655.3,341.6,483.3,482.3,577.2,452.8,704.3,686.8,582.7,523.9,665.6
"60",1906-05-15,398.5,601,466.5,441.6,674.1,732.4,461.4,553.1,610.6,578.2,702.5,645,633.4,632.4,643.4,595.3,650.7,527.6,532.6,575.4,802.2,659.2,631.3,719.2,698,617.2,574.6,590.4,667.6,583.8,625.1,683.1,730,784.4,718.7,632.8,793.2,575.1,810.3,944.7,634.6,592.4,700.6,747.8,643.8,951.4,897.2,800.8,648,780.1
"61",1906-05-16,304,390.3,315.4,314.6,347.7,301.2,289.4,513.6,355.2,328.9,378.6,573.1,406.3,398.7,538.7,331.2,518.1,295.4,300.4,362.2,672.1,407.9,488.3,452.1,415,318.1,314.8,311.8,426.9,433.4,401.4,444.7,513.8,542.1,467.3,401.3,606.8,460.9,549.3,669,451.8,465.9,574.6,582.8,499.2,879.9,783.7,760.3,676.6,798.7
"62",1906-05-17,411,411.2,411.3,378.4,340.5,266.3,407.9,462.4,367.5,380.3,357,417,379.4,398.1,412.8,274.4,549.7,384.1,347.3,341.1,347.7,317.6,440.4,523.8,462.9,396.8,362.8,392.5,406.5,330.5,308.6,317,262.6,583.6,531.2,406.3,658.5,418.7,623.9,778.3,540.7,642.3,737.7,820.6,694.3,1058.2,1026.8,994.6,928.4,1063.4
"63",1906-05-18,265.1,400.8,310,248.1,258.1,195.6,239,335.3,285.8,264,277.5,322.4,287.8,359.8,333.3,315,358.9,322.4,285,361.8,332.1,417.5,391.8,429.2,380.3,347.2,316.2,303.5,371.3,328.9,373.8,338.9,267,336,408.4,312.8,514.7,364.9,671.8,745.3,409.8,513.8,486.5,596.8,523.2,800.2,746.7,795.2,686.3,790
"64",1906-05-19,182,311,228.6,191.3,328.2,350.8,214.4,419.5,295.1,274.4,368.4,542.8,366.2,391.4,512.3,440.8,528.3,288.6,395.2,475.5,553.4,443.3,448.8,373,348.1,327.7,388.6,401.3,460.5,488.2,494.1,516.6,447.2,483.5,446.9,459.6,549.8,631.8,908.1,1013.5,334.8,397.3,539.9,640,462.6,996.6,894.2,826.2,846.4,1026.6
"65",1906-05-20,210.8,399.7,218.5,217.1,438.2,442.4,259,485.8,390.1,379.3,517,523.8,449.1,578.2,536.8,583,557.2,417.1,467.4,605.7,688.4,608.9,548.8,548.5,545.7,476.1,480.2,492.7,585.6,569.4,701.8,734.1,514.9,691.9,626.8,552.8,815.6,677.8,926.4,1055.7,436.4,531.1,769.7,750.9,616.2,1049.7,986.7,846.1,807.2,858
"66",1906-05-21,181.3,256.5,192.6,167.4,222.7,237.6,167.9,290.7,226.2,204.6,231.9,557.4,300.8,282.4,335.6,305.9,343.1,243.1,278.6,325.9,805.2,379,382.8,365.7,307.6,254.3,248.9,225.6,340.6,304.6,422.7,454.5,358.7,399,316.9,282.5,475.4,319.9,691.4,816.2,342.2,504.3,470.4,473.6,424.5,825.3,713.9,666.4,559.3,695.2
"67",1906-05-22,211.4,209.5,148.7,177.5,259.2,253.5,179.8,366.6,170.2,156.8,384.8,306.2,249.8,249.4,340.5,256.8,269.4,154.5,172.8,258.3,499.4,337.7,263.8,292.7,238.6,186.6,198.5,189,245.7,274,284.2,260.3,350.8,382,293.3,315.7,477,277.1,657.3,841.4,442.4,514.8,621.1,795.2,595.2,1040.6,985.1,814.9,713.2,758.4
"68",1906-05-23,207.6,242.8,221.2,186.9,288.4,332,215.3,334.1,198.6,201.2,274.9,354.9,253.9,245.6,332.5,248.2,300,212.3,224.2,265.2,262.7,297.1,267.2,345.7,348.9,311.2,273.5,280.1,302.8,302.7,244,227.8,221.1,474.8,412.1,362.2,515.7,411.3,733.8,840.6,415.2,560.4,557,648.9,510.8,917.6,865.3,847.8,853.5,976.6
